,WorkerId,HumanCondition,FeedbackCondition,GoodCondition,Topic,SelfAssessment,OtherAssessment,TruePerformance,OtherPerformance,Round
1222,A38NFX88VZDMJ3,True,True,True,1,5,11,8,11,2
1223,A38NFX88VZDMJ3,True,True,True,3,10,11,7,10,2
1224,A38NFX88VZDMJ3,True,True,True,2,8,10,10,9,3
1225,A38NFX88VZDMJ3,True,True,True,4,9,10,11,11,3
1226,A38NFX88VZDMJ3,True,True,True,1,5,9,6,10,3
1227,A38NFX88VZDMJ3,True,True,True,3,5,8,3,7,3
1228,A38NFX88VZDMJ3,True,True,True,2,10,11,5,7,4
1229,A38NFX88VZDMJ3,True,True,True,4,10,10,12,12,4
1230,A38NFX88VZDMJ3,True,True,True,1,5,8,5,8,4
1231,A38NFX88VZDMJ3,True,True,True,3,6,9,7,8,4
1232,A1PJLZSOUQ4MIL,True,True,True,4,9,10,9,12,1
1233,A1PJLZSOUQ4MIL,True,True,True,2,6,9,7,11,1
1234,A1PJLZSOUQ4MIL,True,True,True,1,7,5,6,5,1
1235,A1PJLZSOUQ4MIL,True,True,True,3,7,6,7,8,1
1236,A1PJLZSOUQ4MIL,True,True,True,4,7,7,11,9,2
1237,A1PJLZSOUQ4MIL,True,True,True,2,8,9,9,10,2
1238,A1PJLZSOUQ4MIL,True,True,True,1,8,7,8,9,2
1239,A1PJLZSOUQ4MIL,True,True,True,3,6,5,5,6,2
1240,A1PJLZSOUQ4MIL,True,True,True,4,8,8,10,10,3
1241,A1PJLZSOUQ4MIL,True,True,True,2,8,9,5,8,3
1242,A1PJLZSOUQ4MIL,True,True,True,1,8,9,7,10,3
1243,A1PJLZSOUQ4MIL,True,True,True,3,6,8,5,8,3
1244,A1PJLZSOUQ4MIL,True,True,True,4,6,8,8,12,4
1245,A1PJLZSOUQ4MIL,True,True,True,2,5,8,3,9,4
1246,A1PJLZSOUQ4MIL,True,True,True,1,7,6,4,5,4
1247,A1PJLZSOUQ4MIL,True,True,True,3,8,8,6,5,4
1248,A2FUPODRRCESB,True,True,True,4,11,11,11,10,1
1249,A2FUPODRRCESB,True,True,True,3,4,8,5,10,1
1250,A2FUPODRRCESB,True,True,True,1,5,10,7,10,1
1251,A2FUPODRRCESB,True,True,True,2,8,10,7,9,1
1252,A2FUPODRRCESB,True,True,True,4,8,10,10,12,2
1253,A2FUPODRRCESB,True,True,True,3,5,10,6,6,2
1254,A2FUPODRRCESB,True,True,True,1,5,8,9,10,2
1255,A2FUPODRRCESB,True,True,True,2,7,9,8,8,2
1256,A2FUPODRRCESB,True,True,True,4,10,11,9,10,3
1257,A2FUPODRRCESB,True,True,True,3,4,8,6,8,3
1258,A2FUPODRRCESB,True,True,True,1,3,8,4,9,3
1259,A2FUPODRRCESB,True,True,True,2,11,11,10,9,3
1260,A2FUPODRRCESB,True,True,True,4,8,10,9,12,4
1261,A2FUPODRRCESB,True,True,True,3,9,11,5,10,4
1262,A2FUPODRRCESB,True,True,True,1,5,10,6,10,4
1263,A2FUPODRRCESB,True,True,True,2,8,8,9,9,4
1264,A2G57M3XD1AIBS,True,True,True,2,11,9,9,8,1
1265,A2G57M3XD1AIBS,True,True,True,3,2,5,9,5,1
1266,A2G57M3XD1AIBS,True,True,True,4,10,9,11,10,1
1267,A2G57M3XD1AIBS,True,True,True,1,3,6,1,9,1
1268,A2G57M3XD1AIBS,True,True,True,2,8,10,8,9,2
1269,A2G57M3XD1AIBS,True,True,True,3,2,5,7,8,2
1270,A2G57M3XD1AIBS,True,True,True,4,9,11,9,9,2
1271,A2G57M3XD1AIBS,True,True,True,1,3,8,3,5,2
1272,A2G57M3XD1AIBS,True,True,True,2,6,7,7,11,3
1273,A2G57M3XD1AIBS,True,True,True,3,5,8,3,8,3
1274,A2G57M3XD1AIBS,True,True,True,4,9,10,9,12,3
1275,A2G57M3XD1AIBS,True,True,True,1,3,8,4,10,3
1276,A2G57M3XD1AIBS,True,True,True,2,7,8,8,10,4
1277,A2G57M3XD1AIBS,True,True,True,3,4,8,6,6,4
1278,A2G57M3XD1AIBS,True,True,True,4,6,9,9,12,4
1279,A2G57M3XD1AIBS,True,True,True,1,3,8,4,5,4
1280,A2FBT0BSFOV91D,True,True,True,1,6,3,5,10,1
1281,A2FBT0BSFOV91D,True,True,True,2,2,7,4,11,1
1282,A2FBT0BSFOV91D,True,True,True,4,7,12,6,11,1
1283,A2FBT0BSFOV91D,True,True,True,3,11,9,7,9,1
1284,A2FBT0BSFOV91D,True,True,True,1,11,10,10,7,2
1285,A2FBT0BSFOV91D,True,True,True,2,5,10,2,7,2
1286,A2FBT0BSFOV91D,True,True,True,4,9,6,8,10,2
1287,A2FBT0BSFOV91D,True,True,True,3,10,7,5,10,2
1288,A2FBT0BSFOV91D,True,True,True,1,7,9,8,11,3
1289,A2FBT0BSFOV91D,True,True,True,2,4,10,3,9,3
1290,A2FBT0BSFOV91D,True,True,True,4,3,9,4,11,3
1291,A2FBT0BSFOV91D,True,True,True,3,3,7,4,7,3
1292,A2FBT0BSFOV91D,True,True,True,1,6,9,6,8,4
1293,A2FBT0BSFOV91D,True,True,True,2,3,7,4,10,4
1294,A2FBT0BSFOV91D,True,True,True,4,6,9,6,12,4
1295,A2FBT0BSFOV91D,True,True,True,3,8,6,8,8,4
1296,A1KW3JO586XCM8,True,True,True,4,9,10,9,9,1
1297,A1KW3JO586XCM8,True,True,True,2,9,9,11,9,1
1298,A1KW3JO586XCM8,True,True,True,1,6,7,6,5,1
1299,A1KW3JO586XCM8,True,True,True,3,4,6,5,6,1
1300,A1KW3JO586XCM8,True,True,True,4,6,7,7,12,2
1301,A1KW3JO586XCM8,True,True,True,2,9,12,8,8,2
1302,A1KW3JO586XCM8,True,True,True,1,6,5,4,10,2
1303,A1KW3JO586XCM8,True,True,True,3,6,6,5,5,2
1304,A1KW3JO586XCM8,True,True,True,4,9,12,10,10,3
1305,A1KW3JO586XCM8,True,True,True,2,9,8,8,11,3
1306,A1KW3JO586XCM8,True,True,True,1,5,5,4,9,3
1307,A1KW3JO586XCM8,True,True,True,3,6,8,7,8,3
1308,A1KW3JO586XCM8,True,True,True,4,7,12,8,12,4
1309,A1KW3JO586XCM8,True,True,True,2,9,9,11,10,4
1310,A1KW3JO586XCM8,True,True,True,1,5,8,5,5,4
1311,A1KW3JO586XCM8,True,True,True,3,6,6,9,8,4
1312,A1SN0UU3V61IIM,False,True,True,2,8,10,7,11,1
1313,A1SN0UU3V61IIM,False,True,True,1,5,8,6,10,1
1314,A1SN0UU3V61IIM,False,True,True,3,4,7,6,9,1
1315,A1SN0UU3V61IIM,False,True,True,4,9,11,11,10,1
1316,A1SN0UU3V61IIM,False,True,True,2,7,8,5,6,2
1317,A1SN0UU3V61IIM,False,True,True,1,5,7,2,9,2
1318,A1SN0UU3V61IIM,False,True,True,3,4,5,4,6,2
1319,A1SN0UU3V61IIM,False,True,True,4,8,8,9,11,2
1320,A1SN0UU3V61IIM,False,True,True,2,7,8,5,10,3
1321,A1SN0UU3V61IIM,False,True,True,1,5,6,5,8,3
1322,A1SN0UU3V61IIM,False,True,True,3,3,6,4,9,3
1323,A1SN0UU3V61IIM,False,True,True,4,6,7,8,11,3
1324,A1SN0UU3V61IIM,False,True,True,2,8,7,4,8,4
1325,A1SN0UU3V61IIM,False,True,True,1,7,6,6,10,4
1326,A1SN0UU3V61IIM,False,True,True,3,7,7,6,10,4
1327,A1SN0UU3V61IIM,False,True,True,4,7,6,7,11,4
1328,A1EUBMQ86K32XE,False,True,True,4,7,11,8,11,1
1329,A1EUBMQ86K32XE,False,True,True,1,3,7,4,10,1
1330,A1EUBMQ86K32XE,False,True,True,2,6,8,9,11,1
1331,A1EUBMQ86K32XE,False,True,True,3,5,9,2,6,1
1332,A1EUBMQ86K32XE,False,True,True,4,8,11,9,10,2
1333,A1EUBMQ86K32XE,False,True,True,1,2,7,4,8,2
1334,A1EUBMQ86K32XE,False,True,True,2,5,10,8,8,2
1335,A1EUBMQ86K32XE,False,True,True,3,5,10,4,9,2
1336,A1EUBMQ86K32XE,False,True,True,4,7,11,4,11,3
1337,A1EUBMQ86K32XE,False,True,True,1,3,6,1,9,3
1338,A1EUBMQ86K32XE,False,True,True,2,6,10,5,6,3
1339,A1EUBMQ86K32XE,False,True,True,3,3,7,7,9,3
1340,A1EUBMQ86K32XE,False,True,True,4,7,10,7,11,4
1341,A1EUBMQ86K32XE,False,True,True,1,3,9,5,10,4
1342,A1EUBMQ86K32XE,False,True,True,2,4,7,2,10,4
1343,A1EUBMQ86K32XE,False,True,True,3,4,6,6,10,4
1344,A3TK9CLBA65ZZE,False,True,True,3,7,9,9,10,1
1345,A3TK9CLBA65ZZE,False,True,True,1,6,9,10,10,1
1346,A3TK9CLBA65ZZE,False,True,True,2,5,7,6,6,1
1347,A3TK9CLBA65ZZE,False,True,True,4,6,8,6,11,1
1348,A3TK9CLBA65ZZE,False,True,True,3,6,9,5,6,2
1349,A3TK9CLBA65ZZE,False,True,True,1,9,8,10,10,2
1350,A3TK9CLBA65ZZE,False,True,True,2,5,7,5,8,2
1351,A3TK9CLBA65ZZE,False,True,True,4,7,9,11,11,2
1352,A3TK9CLBA65ZZE,False,True,True,3,8,9,10,9,3
1353,A3TK9CLBA65ZZE,False,True,True,1,8,9,7,9,3
1354,A3TK9CLBA65ZZE,False,True,True,2,5,8,7,11,3
1355,A3TK9CLBA65ZZE,False,True,True,4,12,12,12,10,3
1356,A3TK9CLBA65ZZE,False,True,True,3,9,10,6,9,4
1357,A3TK9CLBA65ZZE,False,True,True,1,8,10,11,8,4
1358,A3TK9CLBA65ZZE,False,True,True,2,5,8,6,10,4
1359,A3TK9CLBA65ZZE,False,True,True,4,8,9,11,11,4
1360,A1T8EFHGSEE3RD,False,True,True,2,7,11,7,10,1
1361,A1T8EFHGSEE3RD,False,True,True,4,9,12,12,11,1
1362,A1T8EFHGSEE3RD,False,True,True,1,4,10,6,10,1
1363,A1T8EFHGSEE3RD,False,True,True,3,6,10,6,10,1
1364,A1T8EFHGSEE3RD,False,True,True,2,7,11,5,6,2
1365,A1T8EFHGSEE3RD,False,True,True,4,9,11,8,11,2
1366,A1T8EFHGSEE3RD,False,True,True,1,8,10,8,10,2
1367,A1T8EFHGSEE3RD,False,True,True,3,6,9,4,6,2
1368,A1T8EFHGSEE3RD,False,True,True,2,5,8,7,8,3
1369,A1T8EFHGSEE3RD,False,True,True,4,10,11,10,11,3
1370,A1T8EFHGSEE3RD,False,True,True,1,6,9,5,9,3
1371,A1T8EFHGSEE3RD,False,True,True,3,8,10,9,9,3
1372,A1T8EFHGSEE3RD,False,True,True,2,7,10,9,11,4
1373,A1T8EFHGSEE3RD,False,True,True,4,11,12,12,10,4
1374,A1T8EFHGSEE3RD,False,True,True,1,8,9,6,8,4
1375,A1T8EFHGSEE3RD,False,True,True,3,7,11,8,9,4
1376,A4W9APAHFWVLO,False,True,True,1,3,10,9,8,1
1377,A4W9APAHFWVLO,False,True,True,2,9,10,7,6,1
1378,A4W9APAHFWVLO,False,True,True,3,6,8,8,9,1
1379,A4W9APAHFWVLO,False,True,True,4,10,11,11,11,1
1380,A4W9APAHFWVLO,False,True,True,1,9,8,8,10,2
1381,A4W9APAHFWVLO,False,True,True,2,10,8,6,8,2
1382,A4W9APAHFWVLO,False,True,True,3,7,9,4,9,2
1383,A4W9APAHFWVLO,False,True,True,4,8,10,11,11,2
1384,A4W9APAHFWVLO,False,True,True,1,5,7,4,10,3
1385,A4W9APAHFWVLO,False,True,True,2,6,8,5,11,3
1386,A4W9APAHFWVLO,False,True,True,3,4,6,4,6,3
1387,A4W9APAHFWVLO,False,True,True,4,10,9,9,11,3
1388,A4W9APAHFWVLO,False,True,True,1,5,8,5,9,4
1389,A4W9APAHFWVLO,False,True,True,2,10,8,8,10,4
1390,A4W9APAHFWVLO,False,True,True,3,8,6,8,10,4
1391,A4W9APAHFWVLO,False,True,True,4,9,10,11,10,4
1392,A2V3GBDTA9KEU0,False,True,True,4,10,12,11,11,1
1393,A2V3GBDTA9KEU0,False,True,True,2,9,7,11,6,1
1394,A2V3GBDTA9KEU0,False,True,True,1,1,5,6,8,1
1395,A2V3GBDTA9KEU0,False,True,True,3,4,9,3,6,1
1396,A2V3GBDTA9KEU0,False,True,True,4,9,11,9,11,2
1397,A2V3GBDTA9KEU0,False,True,True,2,11,8,11,10,2
1398,A2V3GBDTA9KEU0,False,True,True,1,3,7,3,9,2
1399,A2V3GBDTA9KEU0,False,True,True,3,4,9,5,9,2
1400,A2V3GBDTA9KEU0,False,True,True,4,11,10,12,10,3
1401,A2V3GBDTA9KEU0,False,True,True,2,11,9,12,8,3
1402,A2V3GBDTA9KEU0,False,True,True,1,3,7,8,10,3
1403,A2V3GBDTA9KEU0,False,True,True,3,6,9,4,10,3
1404,A2V3GBDTA9KEU0,False,True,True,4,9,11,10,11,4
1405,A2V3GBDTA9KEU0,False,True,True,2,10,8,9,11,4
1406,A2V3GBDTA9KEU0,False,True,True,1,3,9,7,10,4
1407,A2V3GBDTA9KEU0,False,True,True,3,4,10,4,9,4
1408,AOAZMLP27GD81,False,True,True,2,9,10,9,6,1
1409,AOAZMLP27GD81,False,True,True,3,6,7,7,9,1
1410,AOAZMLP27GD81,False,True,True,1,6,8,6,10,1
1411,AOAZMLP27GD81,False,True,True,4,9,11,10,11,1
1412,AOAZMLP27GD81,False,True,True,2,11,7,9,10,2
1413,AOAZMLP27GD81,False,True,True,3,7,9,6,10,2
1414,AOAZMLP27GD81,False,True,True,1,5,9,3,9,2
1415,AOAZMLP27GD81,False,True,True,4,7,10,12,11,2
1416,AOAZMLP27GD81,False,True,True,2,11,9,11,8,3
1417,AOAZMLP27GD81,False,True,True,3,6,9,6,6,3
1418,AOAZMLP27GD81,False,True,True,1,6,8,4,8,3
1419,AOAZMLP27GD81,False,True,True,4,10,10,9,11,3
1420,AOAZMLP27GD81,False,True,True,2,11,10,11,11,4
1421,AOAZMLP27GD81,False,True,True,3,7,9,9,9,4
1422,AOAZMLP27GD81,False,True,True,1,8,10,8,10,4
1423,AOAZMLP27GD81,False,True,True,4,10,10,12,10,4
1424,A3EG4C9T4F5DUR,False,True,True,2,8,6,9,11,1
1425,A3EG4C9T4F5DUR,False,True,True,3,4,8,5,9,1
1426,A3EG4C9T4F5DUR,False,True,True,4,7,10,5,11,1
1427,A3EG4C9T4F5DUR,False,True,True,1,4,8,5,10,1
1428,A3EG4C9T4F5DUR,False,True,True,2,10,8,12,8,2
1429,A3EG4C9T4F5DUR,False,True,True,3,6,8,5,6,2
1430,A3EG4C9T4F5DUR,False,True,True,4,5,10,8,11,2
1431,A3EG4C9T4F5DUR,False,True,True,1,6,8,5,9,2
1432,A3EG4C9T4F5DUR,False,True,True,2,10,10,9,6,3
1433,A3EG4C9T4F5DUR,False,True,True,3,5,8,6,9,3
1434,A3EG4C9T4F5DUR,False,True,True,4,10,10,11,10,3
1435,A3EG4C9T4F5DUR,False,True,True,1,6,8,7,10,3
1436,A3EG4C9T4F5DUR,False,True,True,2,10,9,8,10,4
1437,A3EG4C9T4F5DUR,False,True,True,3,5,8,10,10,4
1438,A3EG4C9T4F5DUR,False,True,True,4,9,10,9,11,4
1439,A3EG4C9T4F5DUR,False,True,True,1,7,9,6,8,4
1440,A2KLJKDG90K1PP,False,True,True,4,10,12,12,11,1
1441,A2KLJKDG90K1PP,False,True,True,3,9,12,11,9,1
1442,A2KLJKDG90K1PP,False,True,True,2,1,12,8,10,1
1443,A2KLJKDG90K1PP,False,True,True,1,2,12,7,8,1
1444,A2KLJKDG90K1PP,False,True,True,4,10,12,12,11,2
1445,A2KLJKDG90K1PP,False,True,True,3,10,12,10,9,2
1446,A2KLJKDG90K1PP,False,True,True,2,5,12,5,6,2
1447,A2KLJKDG90K1PP,False,True,True,1,3,12,7,10,2
1448,A2KLJKDG90K1PP,False,True,True,4,10,12,9,11,3
1449,A2KLJKDG90K1PP,False,True,True,3,8,12,8,6,3
1450,A2KLJKDG90K1PP,False,True,True,2,2,7,4,8,3
1451,A2KLJKDG90K1PP,False,True,True,1,3,7,4,9,3
1452,A2KLJKDG90K1PP,False,True,True,4,9,10,11,10,4
1453,A2KLJKDG90K1PP,False,True,True,3,7,9,9,10,4
1454,A2KLJKDG90K1PP,False,True,True,2,9,11,6,11,4
1455,A2KLJKDG90K1PP,False,True,True,1,3,9,6,10,4
1456,A2JZQHB8N6LS7T,True,False,True,2,3,8,6,9,1
1457,A2JZQHB8N6LS7T,True,False,True,1,2,5,3,7,1
1458,A2JZQHB8N6LS7T,True,False,True,3,2,5,5,10,1
1459,A2JZQHB8N6LS7T,True,False,True,4,2,10,5,11,1
1460,A2JZQHB8N6LS7T,True,False,True,2,2,8,6,11,2
1461,A2JZQHB8N6LS7T,True,False,True,1,0,8,2,8,2
1462,A2JZQHB8N6LS7T,True,False,True,3,0,7,2,7,2
1463,A2JZQHB8N6LS7T,True,False,True,4,2,9,5,11,2
1464,A2JZQHB8N6LS7T,True,False,True,2,2,6,4,7,3
1465,A2JZQHB8N6LS7T,True,False,True,1,2,8,4,11,3
1466,A2JZQHB8N6LS7T,True,False,True,3,2,8,4,8,3
1467,A2JZQHB8N6LS7T,True,False,True,4,3,7,0,12,3
1468,A2JZQHB8N6LS7T,True,False,True,2,4,6,4,10,4
1469,A2JZQHB8N6LS7T,True,False,True,1,3,8,2,10,4
1470,A2JZQHB8N6LS7T,True,False,True,3,4,9,4,9,4
1471,A2JZQHB8N6LS7T,True,False,True,4,5,12,9,10,4
1472,AKVDY8OXNMQED,True,False,True,3,3,3,4,7,1
1473,AKVDY8OXNMQED,True,False,True,4,7,8,11,11,1
1474,AKVDY8OXNMQED,True,False,True,1,3,5,9,8,1
1475,AKVDY8OXNMQED,True,False,True,2,2,8,4,9,1
1476,AKVDY8OXNMQED,True,False,True,3,4,6,7,9,2
1477,AKVDY8OXNMQED,True,False,True,4,8,10,8,11,2
1478,AKVDY8OXNMQED,True,False,True,1,6,6,8,11,2
1479,AKVDY8OXNMQED,True,False,True,2,2,7,7,10,2
1480,AKVDY8OXNMQED,True,False,True,3,6,6,8,10,3
1481,AKVDY8OXNMQED,True,False,True,4,5,7,10,12,3
1482,AKVDY8OXNMQED,True,False,True,1,2,4,4,7,3
1483,AKVDY8OXNMQED,True,False,True,2,2,6,5,11,3
1484,AKVDY8OXNMQED,True,False,True,3,5,7,9,8,4
1485,AKVDY8OXNMQED,True,False,True,4,7,9,10,10,4
1486,AKVDY8OXNMQED,True,False,True,1,3,5,6,10,4
1487,AKVDY8OXNMQED,True,False,True,2,3,6,4,7,4
1488,A1FP3SH704X01V,True,False,True,3,0,5,3,10,1
1489,A1FP3SH704X01V,True,False,True,4,4,9,7,10,1
1490,A1FP3SH704X01V,True,False,True,1,0,5,4,9,1
1491,A1FP3SH704X01V,True,False,True,2,3,9,9,11,1
1492,A1FP3SH704X01V,True,False,True,3,2,7,5,10,2
1493,A1FP3SH704X01V,True,False,True,4,3,7,7,11,2
1494,A1FP3SH704X01V,True,False,True,1,1,4,4,12,2
1495,A1FP3SH704X01V,True,False,True,2,5,7,7,8,2
1496,A1FP3SH704X01V,True,False,True,3,2,7,7,11,3
1497,A1FP3SH704X01V,True,False,True,4,4,9,8,9,3
1498,A1FP3SH704X01V,True,False,True,1,1,6,6,8,3
1499,A1FP3SH704X01V,True,False,True,2,9,10,9,11,3
1500,A1FP3SH704X01V,True,False,True,3,1,6,4,10,4
1501,A1FP3SH704X01V,True,False,True,4,8,12,10,9,4
1502,A1FP3SH704X01V,True,False,True,1,2,7,4,12,4
1503,A1FP3SH704X01V,True,False,True,2,7,10,8,7,4
1504,A1SWV4X4PD25S1,True,False,True,2,5,7,7,11,1
1505,A1SWV4X4PD25S1,True,False,True,4,9,10,10,11,1
1506,A1SWV4X4PD25S1,True,False,True,1,5,6,4,7,1
1507,A1SWV4X4PD25S1,True,False,True,3,6,6,7,7,1
1508,A1SWV4X4PD25S1,True,False,True,2,5,9,8,7,2
1509,A1SWV4X4PD25S1,True,False,True,4,8,8,12,10,2
1510,A1SWV4X4PD25S1,True,False,True,1,5,6,4,11,2
1511,A1SWV4X4PD25S1,True,False,True,3,8,10,4,10,2
1512,A1SWV4X4PD25S1,True,False,True,2,7,7,7,9,3
1513,A1SWV4X4PD25S1,True,False,True,4,8,8,8,12,3
1514,A1SWV4X4PD25S1,True,False,True,1,4,4,8,8,3
1515,A1SWV4X4PD25S1,True,False,True,3,6,6,10,8,3
1516,A1SWV4X4PD25S1,True,False,True,2,7,9,8,10,4
1517,A1SWV4X4PD25S1,True,False,True,4,9,9,8,11,4
1518,A1SWV4X4PD25S1,True,False,True,1,6,6,7,10,4
1519,A1SWV4X4PD25S1,True,False,True,3,6,8,7,9,4
1520,AE861G0AY5RGT,True,False,True,4,11,12,11,9,1
1521,AE861G0AY5RGT,True,False,True,2,8,11,8,7,1
1522,AE861G0AY5RGT,True,False,True,3,7,12,7,10,1
1523,AE861G0AY5RGT,True,False,True,1,5,9,5,12,1
1524,AE861G0AY5RGT,True,False,True,4,8,12,9,10,2
1525,AE861G0AY5RGT,True,False,True,2,9,11,7,11,2
1526,AE861G0AY5RGT,True,False,True,3,7,11,8,11,2
1527,AE861G0AY5RGT,True,False,True,1,5,10,9,8,2
1528,AE861G0AY5RGT,True,False,True,4,4,11,7,11,3
1529,AE861G0AY5RGT,True,False,True,2,5,10,7,11,3
1530,AE861G0AY5RGT,True,False,True,3,7,10,6,10,3
1531,AE861G0AY5RGT,True,False,True,1,3,10,3,9,3
1532,AE861G0AY5RGT,True,False,True,4,9,12,10,9,4
1533,AE861G0AY5RGT,True,False,True,2,9,12,9,8,4
1534,AE861G0AY5RGT,True,False,True,3,9,12,7,10,4
1535,AE861G0AY5RGT,True,False,True,1,5,12,2,12,4
1536,A3MS21UJPMHLK0,True,False,True,1,5,7,1,12,1
1537,A3MS21UJPMHLK0,True,False,True,3,4,7,7,10,1
1538,A3MS21UJPMHLK0,True,False,True,2,9,5,5,11,1
1539,A3MS21UJPMHLK0,True,False,True,4,3,5,8,10,1
1540,A3MS21UJPMHLK0,True,False,True,1,2,4,4,12,2
1541,A3MS21UJPMHLK0,True,False,True,3,7,5,4,10,2
1542,A3MS21UJPMHLK0,True,False,True,2,10,4,8,8,2
1543,A3MS21UJPMHLK0,True,False,True,4,6,4,10,9,2
1544,A3MS21UJPMHLK0,True,False,True,1,4,8,6,8,3
1545,A3MS21UJPMHLK0,True,False,True,3,3,7,5,10,3
1546,A3MS21UJPMHLK0,True,False,True,2,5,7,6,11,3
1547,A3MS21UJPMHLK0,True,False,True,4,5,9,5,11,3
1548,A3MS21UJPMHLK0,True,False,True,1,6,6,5,9,4
1549,A3MS21UJPMHLK0,True,False,True,3,4,4,6,11,4
1550,A3MS21UJPMHLK0,True,False,True,2,8,5,8,7,4
1551,A3MS21UJPMHLK0,True,False,True,4,5,5,6,9,4
1552,A5V3ZMQI0PU3F,True,False,True,1,5,2,5,7,1
1553,A5V3ZMQI0PU3F,True,False,True,3,2,6,5,8,1
1554,A5V3ZMQI0PU3F,True,False,True,4,9,9,11,10,1
1555,A5V3ZMQI0PU3F,True,False,True,2,5,2,5,7,1
1556,A5V3ZMQI0PU3F,True,False,True,1,4,8,9,11,2
1557,A5V3ZMQI0PU3F,True,False,True,3,7,9,6,9,2
1558,A5V3ZMQI0PU3F,True,False,True,4,5,5,6,12,2
1559,A5V3ZMQI0PU3F,True,False,True,2,2,8,9,9,2
1560,A5V3ZMQI0PU3F,True,False,True,1,1,5,4,10,3
1561,A5V3ZMQI0PU3F,True,False,True,3,6,9,7,10,3
1562,A5V3ZMQI0PU3F,True,False,True,4,6,8,8,11,3
1563,A5V3ZMQI0PU3F,True,False,True,2,4,3,5,11,3
1564,A5V3ZMQI0PU3F,True,False,True,1,3,8,5,8,4
1565,A5V3ZMQI0PU3F,True,False,True,3,2,5,4,7,4
1566,A5V3ZMQI0PU3F,True,False,True,4,5,8,6,11,4
1567,A5V3ZMQI0PU3F,True,False,True,2,7,9,7,10,4
1568,A7TI4X4LRGQA0,True,False,True,2,9,6,7,7,1
1569,A7TI4X4LRGQA0,True,False,True,4,7,9,8,11,1
1570,A7TI4X4LRGQA0,True,False,True,1,2,7,5,7,1
1571,A7TI4X4LRGQA0,True,False,True,3,1,8,5,7,1
1572,A7TI4X4LRGQA0,True,False,True,2,6,4,9,11,2
1573,A7TI4X4LRGQA0,True,False,True,4,10,8,11,10,2
1574,A7TI4X4LRGQA0,True,False,True,1,4,8,5,11,2
1575,A7TI4X4LRGQA0,True,False,True,3,1,6,9,8,2
1576,A7TI4X4LRGQA0,True,False,True,2,9,8,11,10,3
1577,A7TI4X4LRGQA0,True,False,True,4,11,11,9,11,3
1578,A7TI4X4LRGQA0,True,False,True,1,1,5,3,8,3
1579,A7TI4X4LRGQA0,True,False,True,3,2,6,5,10,3
1580,A7TI4X4LRGQA0,True,False,True,2,6,6,7,9,4
1581,A7TI4X4LRGQA0,True,False,True,4,10,8,11,12,4
1582,A7TI4X4LRGQA0,True,False,True,1,1,5,3,10,4
1583,A7TI4X4LRGQA0,True,False,True,3,2,6,6,9,4
1584,A3F90N8YVKJ4I7,True,False,True,3,4,4,3,10,1
1585,A3F90N8YVKJ4I7,True,False,True,2,10,6,8,7,1
1586,A3F90N8YVKJ4I7,True,False,True,1,4,3,3,7,1
1587,A3F90N8YVKJ4I7,True,False,True,4,7,5,9,11,1
1588,A3F90N8YVKJ4I7,True,False,True,3,4,3,5,7,2
1589,A3F90N8YVKJ4I7,True,False,True,2,10,5,11,9,2
1590,A3F90N8YVKJ4I7,True,False,True,1,4,3,7,11,2
1591,A3F90N8YVKJ4I7,True,False,True,4,6,4,8,12,2
1592,A3F90N8YVKJ4I7,True,False,True,3,5,3,5,9,3
1593,A3F90N8YVKJ4I7,True,False,True,2,8,5,9,11,3
1594,A3F90N8YVKJ4I7,True,False,True,1,5,4,7,8,3
1595,A3F90N8YVKJ4I7,True,False,True,4,9,7,12,10,3
1596,A3F90N8YVKJ4I7,True,False,True,3,5,4,4,8,4
1597,A3F90N8YVKJ4I7,True,False,True,2,10,6,11,10,4
1598,A3F90N8YVKJ4I7,True,False,True,1,4,3,2,10,4
1599,A3F90N8YVKJ4I7,True,False,True,4,9,7,9,11,4
1600,A14W0AXTJ3R19V,True,False,True,2,8,8,10,11,1
1601,A14W0AXTJ3R19V,True,False,True,3,6,7,6,10,1
1602,A14W0AXTJ3R19V,True,False,True,1,6,6,5,12,1
1603,A14W0AXTJ3R19V,True,False,True,4,5,7,4,11,1
1604,A14W0AXTJ3R19V,True,False,True,2,9,8,7,11,2
1605,A14W0AXTJ3R19V,True,False,True,3,3,6,3,10,2
1606,A14W0AXTJ3R19V,True,False,True,1,7,7,7,8,2
1607,A14W0AXTJ3R19V,True,False,True,4,6,7,9,9,2
1608,A14W0AXTJ3R19V,True,False,True,2,7,7,6,8,3
1609,A14W0AXTJ3R19V,True,False,True,3,6,7,8,10,3
1610,A14W0AXTJ3R19V,True,False,True,1,5,5,5,9,3
1611,A14W0AXTJ3R19V,True,False,True,4,5,6,9,10,3
1612,A14W0AXTJ3R19V,True,False,True,2,8,8,5,7,4
1613,A14W0AXTJ3R19V,True,False,True,3,5,5,10,11,4
1614,A14W0AXTJ3R19V,True,False,True,1,7,7,7,12,4
1615,A14W0AXTJ3R19V,True,False,True,4,5,6,6,9,4
1616,A1J8TVICSRC70W,True,False,True,1,1,3,6,9,1
1617,A1J8TVICSRC70W,True,False,True,2,3,3,6,7,1
1618,A1J8TVICSRC70W,True,False,True,4,8,7,9,11,1
1619,A1J8TVICSRC70W,True,False,True,3,3,3,7,9,1
1620,A1J8TVICSRC70W,True,False,True,1,5,4,5,6,2
