,QID,SID,SUBCATEGORY,QUESTION,CORRECT,INCORRECT1,INCORRECT2,INCORRECT3
1398,151,6,Car Parts,Which pedal is missing in an automatic car?,Clutch,Brake,Accelerator,Handbrake
1399,354,12,Japanese Cuisine,"Japan relaxed brewing laws in which decade, sparking a growth in small beer producers?",1990s,1970s,1950s,1920s
1400,1157,18,Beauty & Health,One Krispy Kreme chocolate iced cake doughnut has how many calories?,270,300,150,200
1401,204,7,Comics,'King Snake' has a double personality as a business man and what?,Giant heroin dealer,Hitman,Playboy,Computer hacker
1402,550,19,Board Games,What is the highest title a Chess player can be awarded?,Grandmaster,Bigmaster,Greatmaster,Hugemaster
1403,759,26,Astronomy & Space & Planets,Exploration Rovers investigated which planet between 2004 and 2018?,Mars,Venus,Jupiter,Pluto
1404,464,16,Landmarks & Monuments,What colour is the Statue of Liberty?,Green,Blue,White,Black
1405,471,16,Landmarks & Monuments,In which century was the Taj Mahal built?,17th,19th,21st,15th
1406,153,6,Car Parts,What material is the fan belt usually made from?,Rubber,Fabric,Metal,Plastic
1407,1277,16,Landmarks & Monuments,What colour is the cross on the flag of Sweden?,Yellow,Blue,White,Red
1408,124,5,Electronics,Which company has developed the Kindle e-reader since 2007?,Amazon,Sony,Google,Amstrad
1409,965,9,Musicals,Debbie Gibson played Sandy in a London theatre production of which musical?,Grease,Phantom of the Opera,Saturday Night Fever,Cats
1410,1708,11,Films Released in 1930s-1950s,Who directed 'The Grapes of Wrath' (1940)?,John Ford,James Cameron,Steven Spielberg,William Wyler
1411,1282,18,Beauty & Health,What company's flu vaccine was declared unsafe in 2004?,Chiron Corp,"Akorn, Inc","Genentech, Inc","Amgen, Inc"
1412,704,24,Chemistry,Which of these metals can not be extracted in a blast furnace?,Aluminium,Gold,Silver,Platinum
1413,830,28,Sport - US - Basketball General,Which of the following 5 top points scorers is still an active player?,Kobe Bryant,Karl Malone,Michael Jordan,Wilt Chamberlain
1414,37,2,Children’s Literature,What was the first book by Richmal Crompton to feature William Brown?,Just William,Only William,Maybe William,Where's William?
1415,1078,14,Decades 1980s,"In what country was the Marxist-Leninist terrorist group known as the Red Brigades active from the late 1960s into the early 1980s, during the so-called ""Years of Lead""?",Italy,Peru,Colombia,Austria
1416,1203,15,Cities,The Air Capital of the World' is regarded as which city?,Wichita,Dover,Montgomery,Atlanta
1417,1169,23,US Presidents,President Warren G Harding was visited which city in California when he died?,San Francisco,Los Angeles,San Diego,Anaheim
1418,186,7,Comics,Which county in the UK shares its name with Superman?,Kent,Essex,Sussex,Suffolk
1419,1699,30,Reality TV,Who band performs the opening theme for Grey's Anatomy?,Psapp,The Ditty Bops,The Bird and the Bee,Get Set Go
1420,278,10,Directors,John McTiernan directed Die Hard and which other film in the Die Hard Franchise?,Die Hard With a Vengeance,Die Hard 2,Die Hard 4.0,A Good Day to Die Hard
1421,209,7,Comics,Which comic is believed to be the best selling single - issue comic book of all time?,X - Men #1,Star Wars #12,The Amazing Spiderman #40,Wonder Woman #2
1422,777,26,Astronomy & Space & Planets,"Which planet has moons called Triton, Proteus and Hippocamp?",Neptune,Mars,Saturn,Jupiter
1423,146,5,Electronics,"In the 'Sonic the Hedgehog' video games, how many tails does the character 'Tails' have?",Two,One,Three,Four
1424,1629,27,Sport - General - World Cup (Soccer),Which player was the top scorer at the 2018 World Cup?,Harry Kane,Romelu Lukaku,Antoine Griezmann,Cristiano Ronaldo
1425,1558,14,Decades 1980s,Which of these disasters occurred in the '80s?,Chernobyl,Hurricane Katrina,Haiti Earthquake,Three Mile Island
1426,980,14,Decades 1980s,François Mitterrand was President of which country in the '80s?,France,Australia,Canada,Argentina
1427,1241,22,Classical Music,The Ride of the Valkyries' was composed by who?,Wagner,Bruckner,Dvorak,Mendelssohn
1428,378,13,Brazilian Cuisine,Which of the following are one of the three main ingredients in Acai Bowl?,Acai Pulp,Papaya Chunks,Acai Seed,Tropical Juice
1429,369,13,Brazilian Cuisine,Which of the following is a main ingredient in Galinhada?,Rice,Broccoli,Anchovies,Celery
1430,774,26,Astronomy & Space & Planets,What was the name of the British Mars lander that was lost in 2003 and found again in 2015?,Beagle-2,Labrador-2,Alsatian-2,Pug-2
1431,254,9,Musicals,The musical Groundhog Day had its 2016 world premiere at which British theater?,The Old Vic,The Young Vic,National Theatre,Shakespeare's Globe
1432,988,8,Video Games,"Game titles with rated ""EC"" means?",For age 3 and older,Age 3 and below,Age 5 and older,For eldest child only
1433,1024,26,Astronomy & Space & Planets,"How many spacecraft, as of 2014, have visited Mercury?",2,3,4,1
1434,128,5,Electronics,Which letter prefixes many of Apple's handheld gadgets?,i,k,t,p
1435,938,21,Classic Rock,Are You Experienced was released by which band?,Jimi Hendrix Experience,Motorhead,UFO,Bon Jovi
1436,781,27,Sport - General - World Cup (Soccer),Which jersey number did Lionel Messi wear playing for Argentina at the 2018 World Cup?,10,8,9,18
1437,1161,1,History of Art,Paracelsus was a famous ____ during the Renaissance?,Scientist,Artist,Monk,Explorer
1438,1254,17,Greek Mythology,Thucydides was known for writing on what subject in Ancient Greece?,History,Science,Astronomy,News
1439,1488,5,Electronics,Which company was originally known as Research In Motion?,Blackberry,Apple,Nokia,Samsung
1440,984,8,Video Games,From which game perspective do users play 'Grand Theft Auto'?,Third-person shooter,Tactical Shooter,Rail Shooter,First-person shooter
1441,178,6,Car Parts,"You should change what fluid in your car every 10,000 miles?",Oil,Gasoline,Water,Windscreen wash
1442,1340,18,Beauty & Health,What is the bone of the forearm that runs alongside the thumb?,Radius,Hamate,Humerus,Ulna
1443,238,8,Video Games,Donkey Kong is what type of animal?,Gorilla,Donkey,Raccoon,Bird
1444,272,10,Directors,What type of film does the director Michael Moore make?,Documentaries,Horror,Science fiction,Children's animation
1445,1724,5,Electronics,Who introduced the 'DS Lite' in 2008?,Nintendo,Weight Watchers,Blackberry,Sony-Ericsson
1446,1174,1,History of Art,"Renaissance era musical composer, Christopher Tye (1500-1572), was from which country?",United Kingdom,Germany,Spain,Italy
1447,856,29,Cartoons,"Hey Ferb, I know what we're going to do today is the first line in each episode of which cartoon?",Phineas and Ferb,Phoenix and Ferb,Tobias and Ferb,Gideon and Ferb
1448,1393,2,Children’s Literature,What sort of creature is Captain Hook's nemesis in the 'Peter Pan' books?,Crocodile,Snake,Bear,Wolf
1449,21,1,History of Art,The 1945 Alfred Hitchcock film Spellbound included a dream sequence designed by which artist?,Salvador Dali,Joan Miro,Paul Klee,Rene Magritte
1450,849,29,Cartoons,What is the name of Homer's son in The Simpsons?,Bart,Bert,Barry,Ben
1451,1021,16,Landmarks & Monuments,How many regions is Belgium divided into?,3,1,2,7
1452,1794,9,Musicals,You're The One That I Want' comes from which musical?,Grease,Mamma Mia,West Side Story,Cats
1453,408,14,Decades 1980s,What was the name of the character played by Gary Coleman in Diff'rent Strokes?,Arnold,Willis,Todd,Phillip
1454,1221,16,Landmarks & Monuments,The famous Palacio da Cidade is in which city?,Teresina,Ilha Grande,Parnaiba,Floriano
1455,1786,25,Biology,Why do animals use camouflage?,Hide from predators,Find a mate,Capture prey,Get to sleep
1456,1230,6,Car Parts,The ignition is controlled by tightening and loosening what?,Screw,Nut,Widget,Bolt
1457,289,10,Directors,Which of the following directors has never directed a film in the Alien franchise?,Joss Whedon,David Fincher,Ridley Scott,James Cameron
1458,1636,23,US Presidents,"Which president began his first address with the words 'All I have I would have given gladly, not to be standing here today'",Lyndon Johnson,Harry S Truman,Calvin Coolidge,Andrew Johnson
1459,1642,11,Films Released in 1930s-1950s,Which river does Tom and his friends hang out in 'Tom Sawyer' (1930)?,Mississippi River,Brahmaputra River,Irtysh River,Kizilirmak River
1460,912,14,Decades 1980s,23 year old Turk Mehmet Ali Ağca was in the news when he shot at who in the '80s?,The Pope,Ronald Reagan,Jodie Foster,John Lennon
1461,304,11,Films Released in 1930s-1950s,How many stories are there in the 1949 Disney film 'The Adventures of Ichabod and Mr. Toad'?,2,6,8,5
1462,961,2,Children’s Literature,Complete the name of this best selling kids book. Swallows and _______.,Amazons,Dogs,Cats,Birds
1463,216,8,Video Games,What is the name of Mario's dinosaur sidekick in the Super Mario video game series?,Yoshi,Yeti,Yogi,Squishi
1464,402,14,Decades 1980s,Who directed E.T. the Extra-Terrestrial?,Steven Spielberg,George Lucas,Ridley Scott,James Cameron
1465,1434,19,Board Games,When is a Chess position called Stalemate?,"No check, no legal moves","Check, no legal moves","No check, legal moves","Check, legal moves"
1466,1338,20,Mathematics,What is seven squared?,49,36,25,55
1467,185,7,Comics,Who is DC Comic's female superhero?,Wonder Woman,Amazing Woman,Wonderful Woman,Incredible Woman
1468,1058,17,Greek Mythology,"In Greek mythology, which creature lived at the centre of the Cretan Labyrinth?",Minotaur,Phoenix,Centaur,Satyr
1469,590,20,Mathematics,What mathematical term means the distance around a two dimensional shape?,Perimeter,Diameter,Radius,Algebra
1470,1322,18,Beauty & Health,What is an insulinoma?,Tumor Of The Pancreas,Tumor Of The Thyroid Gland,Tumor Of The Pituitary Gland,Tumor Of The Parathyroid Gland
1471,65,3,Lord of the Rings,Sméagol was the original name of which character in The Lord of the Rings?,Gollum,Saruman,Boromir,Gandalf
1472,1076,30,Reality TV,In the TV show Castle what is Kate Beckett's occupation?,Detective,Doctor,Author,Maid
1473,110,4,Famous Authors,Which future Nobel Prize-Winner edited Muhammad Ali's 1975 autobiography The Greatest?,Toni Morrison,Harold Pinter,Doris Lessing,Seamus Heaney
1474,555,19,Board Games,The board game Frustration was released in which year?,1965,1970,1985,1995
1475,735,25,Biology,What is the name given to the study of function?,Physiology,Anatomy,Botany,Psychology
1476,1086,2,Children’s Literature,In which city are the 'Mary Poppins' books set?,London,Manchester,Bath,Oxford
1477,541,19,Board Games,What nationality is Klaus Teuber who created the popular board game Catan?,German,Chinese,Japanese,Egyptian
1478,1449,10,Directors,Which actress has been married to film directors David Lynch and Martin Scorsese?,Isabella Rossellini,Vanessa Redgrave,Barbara Windsor,Julie Goodyear
1479,1651,27,Sport - General - World Cup (Soccer),Which stadium hosted the 1966 World Cup final match?,Wembley Stadium,Goodison Park,Roker Park,Hillsborough Stadium
1480,626,21,Classic Rock,Which classic rock band has a tongue logo inspired by a Hindu goddess?,The Rolling Stones,The Who,Kiss,AC/DC
1481,231,8,Video Games,In which year was the first game in the Super Mario video games series released?,1985,1995,1990,2000
1482,1500,17,Greek Mythology,Which Greek invented a famous screw that is still used today for raising water?,Archimedes,Plato,Aristotle,Socrates
1483,1444,8,Video Games,Which 'Call Of Duty' game is the first 'Modern Warfare' title?,Call Of Duty 4',Call Of Duty 3',Call Of Duty 2',Call Of Duty 5'
1484,1712,10,Directors,Who directed the film 'Breakfast at Tiffanys'?,Blake Edwards,Alfred Hitchcock,Woody Allen,John Huston
1485,639,22,Classical Music,In what century did Tchaikovsky live?,19th,18th,20th,17th
1486,765,26,Astronomy & Space & Planets,"What name was applied to the first team of NASA astronauts, formed in 1959?",Mercury 7,Venus 5,Jupiter 9,Saturn 11
1487,159,6,Car Parts,What type of plugs are part of a car's ignition system?,Spark,Spare,Fuel,Filter
1488,139,5,Electronics,Alan Sugar founded which tech company?,Amstrad,Commodore,Sinclair,IBM
1489,1206,30,Reality TV,The Bluth family must learn to live without their money after the patriarch is arrested in which comedy series?,Arrested Development,Mr. Belvedere,Veep,The Big Bang Theory
1490,611,21,Classic Rock,Who was the drummer in the Canadian rock band Rush?,Neil Peart,Alex Lifeson,Geddy Lee,Hugh Syme
1491,1753,3,Lord of the Rings,Who was Sharkey?,Saruman,Gandalf,Bilbo,Rivendell
1492,1572,30,Reality TV,Which of these is one of the lead actors in season two of the TV show True Detective?,Colin Farrell,Colin Firth,Taylor Kitsch,Russell Crowe
1493,1217,1,History of Art,The European Renaissance began in which country?,Italy,Germany,Spain,England
1494,61,3,Lord of the Rings,Which of these is *not* a book in the original Lord of the Rings trilogy?,The Hobbit,The Fellowship of the Ring,The Two Towers,The Return of the King
1495,423,15,Cities,The Statue of Liberty was completed in which century?,19th,20th,18th,17th
1496,523,18,Beauty & Health,Which word means a fertilized egg?,Zygote,Gymnosperm,Phenolene,Gamete
1497,426,15,Cities,New York is also known as 'the big' what?,Apple,Orange,Steak,Burger
1498,1325,13,Brazilian Cuisine,What is Batata in English?,Potato,Brazilian Pasta,Fries,Crisps
1499,972,28,Sport - US - Basketball General,Dwight Howard was a Number 1 pick in the NBA Draft in the 2000s by which team?,Orlando Magic,Toronto Raptors,Portland Trial Blazers,LA Clippers
1500,1350,6,Car Parts,What is the name for the removable disc to cover a wheel?,Hubcap,Fascia,Grille,Pillar
1501,195,7,Comics,Which famous comic book writer died in 2018 at the age of 97?,Stan Lee,Sam Lee,Seth Lee,Steve Lee
1502,53,2,Children’s Literature,Which classic canine cartoon character is often heard singing 'My Darling Clementine'?,Huckleberry Hound,Pluto,Deputy Dawg,Muttley
1503,405,14,Decades 1980s,1987's The Lost Boys features what?,Vampires,Zombies,Goblins,Werewolves
1504,1202,10,Directors,The African Queen is one of film director John Huston's biggest hits. Which of these did he also direct?,Key Largo,The Guns Of Navarone,All Quiet On The Western Front,Rebecca
1505,1159,25,Biology,Owls can't see anything within a few inches of their eyes because they are what?,Far-sighted,Short-sighted,Close-sighted,Mid-sighted
1506,358,12,Japanese Cuisine,"What is Zenzai, made from boiling azuki beans, sugar and salt?",Soup,Pancakes,Alcoholic Drink,Doughnuts
1507,1705,23,US Presidents,Who did Franklin D Roosevelt defeat in the 1944 election to win an unprecedented fourth term in office?,Thomas Dewey,Wendell Willkie,Alf Landon,Herbert Hoover
1508,1116,5,Electronics,Josephine Cochrane invented which domestic appliance?,Dishwasher,Kettle,Toaster,Juicer
1509,1734,3,Lord of the Rings,Who played the role of Bilbo Baggins in the 'Lord of the Rings' in the movie series?,Ian Holm,Hugo Weaving,Christopher Lee,Andy Serkis
1510,1294,6,Car Parts,What does the odometer measure?,Mileage,Fuel consumption,Oil pressure,Speed 
1511,403,14,Decades 1980s,Jeff Goldblum played scientist Seth Brundle in which 1986 sci-fi movie?,The Fly,Jurassic Park,The Right Stuff,12 Monkeys
1512,713,24,Chemistry,How many diatomic elements are there?,7,8,9,13
1513,1082,3,Lord of the Rings,In what month were all the 'Lord of the Rings' movies released?,December,January,February,March
1514,421,15,Cities,How many countries does Great Britain directly border?,0,1,2,3
1515,51,2,Children’s Literature,The English Roses and Mr. Peabody's Apples are children's books by which pop legend?,Madonna,Prince,Beyoncé,Victoria Beckham
1516,60,2,Children’s Literature,Who wrote the novel 'Swallows and Amazons'?,Arthur Ransome,Enid Blyton,Kenneth Grahame,Erich Kästner
1517,1656,28,Sport - US - Basketball General,Which team are named after their association with a famous race in their state?,Indiana Pacers,Milwaukee Bucks,Atlanta Hawks,Charlotte Hornets
1518,1295,19,Board Games,What does the plague do in Civilization?,Kills everything in the area,Kills your opponent,Kills just the livestock,Ends the game
1519,1114,9,Musicals,"John Travolta in leather and slicked by hair, the classic musical is called...?",Grease,Petrol,Oil,Gas
1520,188,7,Comics,How did Peter Parker become Spider-Man?,Bitten By A Radioactive Spider,Fell In A Radioactive Lake,Bitten By A Radioactive Ant,Wears A Radioactive Costume
1521,274,10,Directors,Which of these Leonardo DiCaprio films was *not* directed by Martin Scorsese?,Inception,The Aviator,Shutter Island,Gangs of New York
1522,1131,6,Car Parts,Locking nuts are often found on which part of the car?,Wheel,Window,Fuel tank,Spark plugs
1523,1742,29,Cartoons,Who voiced Jessica Rabbit in the film 'Who Framed Roger Rabbit?'?,Kathleen Turner,Sharon Stone,Kim Basinger,Michelle Pfeiffer
1524,269,9,Musicals,Who played Dorothy Gale in the movie version of 'The Wiz'?,Lena Horne,Diana Ross,Thelma Carpenter,Mabel King
1525,191,7,Comics,Which superhero does Chris Hemsworth play for the Marvel Franchise?,Thor,Green Lantern,Batman,Spider - Man
1526,726,25,Biology,Grasslands are located on every continent except which one?,Antarctica,Africa,South America,Australia
1527,691,24,Chemistry,Naturally occurring rocks that provide a starting point for the manufacture of metals are what?,Ores,Ires,Eres,Ures
1528,1324,18,Beauty & Health,What is another name for the big toe?,Hallux,Tarsal,Lunate,Pollex
1529,787,27,Sport - General - World Cup (Soccer),Which national team is nicknamed 'la Albiceleste'?,Argentina,Italy,Wales,Spain
1530,14,1,History of Art,The painter Frida Kahlo was what nationality?,Mexican,German,Portuguese,Australian
1531,305,11,Films Released in 1930s-1950s,"Other than the 12 juror, how many other actors were part of the cast in '12 Angry Men' (1957)?",6,20,15,12
1532,945,29,Cartoons,"Bailey, Charlie, Julia and Claudia were the Salinger family in which 90’s TV series?",Party Of Five,My So Called Life,Dawson’s Creek,The Wonder Years
1533,1800,5,Electronics,Which scientist wrote 'A Dynamic Theory of the Electromagnetic Field'?,James Maxwell,Alexander Graham Bell,Thomas Newcomen,John Dalton
1534,1190,12,Japanese Cuisine,Suntory is best-known for producing which alcoholic spirit?,Whisky,Gin,Vodka,Rum
1535,1378,30,Reality TV,What job does Dexter take after leaving Miami at the end of the last season?,Lumberjack,Bus Driver,Coroner,Meth Dealer
1536,864,29,Cartoons,What is Garfield the cat's favourite food?,Lasagne,Bolognese,Risotto,Ravioli
1537,594,20,Mathematics,How many sides does an icosagon have?,20,15,30,40
1538,1607,27,Sport - General - World Cup (Soccer),Which player scored the only goal in the France SF win against Belgium at the 2018 World Cup?,Samuel Umtiti,Antoine Griezmann,Steven Nzonzi,N'Golo Kanté
1539,672,23,US Presidents,In which decade did the position 'Secretary of State for War' cease to be a Cabinet post in the UK?,60s,40s,50s,70s
1540,1467,21,Classic Rock,Which bands first hit was 'Whiskey in the Jar'?,Thin Lizzy,ZZ Top,Rainbow,Status Quo
1541,1156,26,Astronomy & Space & Planets,On which planet does a day last longer than a year?,Venus,Mercury,Mars,Jupiter
1542,400,14,Decades 1980s,Which of these actresses played a role in Alien?,Sigourney Weaver,Connie Nielsen,Debbie Reynolds,Carrie Fisher
1543,1717,2,Children’s Literature,Who discovers Rumpelstilskin's name?,Guards,Princess,Prince,A child
1544,1323,1,History of Art,What is an Italian style of architecture used during the Renaissance?,Cinque Cento,Cinque Ferrara,Cinque Agraria,Cinque Nonantola
1545,1228,17,Greek Mythology,"The Greek poet ""Sappho"" invented the ""Sapphic Stanza"" which is how many lines long?",4,8,12,2
1546,4,1,History of Art,The Scream is the best known painting by which artist?,Edvard Munch,John Constable,Jackson Pollock,Jean-Michel Basquiat
1547,467,16,Landmarks & Monuments,On which continent are Victoria Falls?,Africa,Asia,South America,Europe
1548,200,7,Comics,Who is Wonder Woman's arch nemesis?,Cheetah,Leopard,Panther,Lion
1549,323,11,Films Released in 1930s-1950s,How many Lewis Carroll's Alice books were used to make 'Alice in Wonderland' (1951)?,2,8,1,4
1550,1037,3,Lord of the Rings,"In 'Lord of the Rings', Gollum killed his brother for the One ring. What was his brother's name?",Deagol,Bulbino,Estel,Gondor
1551,1568,24,Chemistry,Which of these is NOT an elemental gas?,Ammonia,Helium,Fluorine,Argon
1552,1128,28,Sport - US - Basketball General,Lewis Alcindor is the real name of which NBA legend?,Kareem Abdul Jabbar,Michael Jordan,Magic Johnson,Reggie Miller
1553,325,11,Films Released in 1930s-1950s,How many Oscars did 'All About Eve' (1950) win?,6,3,8,5
1554,1370,30,Reality TV,"What is the real name of the family of ""Ned"" Stark in Game of Thrones?",Eddard,Edward,Elliott,Edvard
1555,1787,26,Astronomy & Space & Planets,Why does Venus have no seasons?,It does not tilt as it goes around the sun.,It is too cold,It is too hot,It has cloud cover all year round
1556,287,10,Directors,What was Quentin Tarantino's first film?,Reservoir Dogs,Jackie Brown,Pulp Fiction,Kill Bill
1557,1176,21,Classic Rock,Ronni Van Zant was a member of which band?,Lynyrd Skynyrd,The Faces,The Move,ELO
1558,413,14,Decades 1980s,"In the '80s, how long did Konstantin Chernenko hold the position of Soviet President? ",11 Months,8 Months,5 Months,11 Weeks
1559,1463,4,Famous Authors,Which author wrote the novels 'Northanger Abbey' and 'Persuasion'?,Jane Austen,Charlotte Brontë,Charles Dickens,Emily Brontë
1560,634,22,Classical Music,How many players are involved in a string quartet?,4,3,6,9
1561,740,25,Biology,There are how many different types of muscle?,3,1,4,2
1562,392,14,Decades 1980s,Who directed the 1986 sequel Aliens?,James Cameron,Ridley Scott,Tony Scott,Steven Spielberg
1563,1566,4,Famous Authors,Which of these is a fictional detective created by Michael Connolly?,Harry Bosch,Barbara Gordon,Nick Raider,Craig Kennedy
1564,598,20,Mathematics,Sarah currently earns $600 per week and has been offered a 15% pay rise. How much money will she now be earning each month?,690,720,790,630
1565,944,16,Landmarks & Monuments,Australia's famous opera house is in which city?,Sydney,Melbourne,Perth,Brisbane
1566,631,22,Classical Music,How many keys does a piano have?,88,108,208,18
1567,1012,19,Board Games,How many dice to do you play with in Yahtzee?,5,4,6,10
1568,1345,9,Musicals,What is the most famous song from the musical 'Cats'?,Memory,Believe,Love,Smile
1569,218,8,Video Games,In which year was popular multiplayer battle arena game League of Legends first released?,2009,1979,1989,1999
1570,687,23,US Presidents,In which year was US President John F. Kennedy born?,1917,1913,1905,1908
1571,59,2,Children’s Literature,Which children's author was a lecturer in mathematics at Oxford University from 1855-1881?,Lewis Carroll,Julia Donaldson,Frances Hodgson Burnett,Edith Nesbitt
1572,1311,20,Mathematics,What is a third of 18?,6,7,8,9
1573,1493,24,Chemistry,Which element has the atomic number 21?,Scandium,Silicon,Silver,Selenium
1574,1729,3,Lord of the Rings,Who is the main antagonist of the 'Lord of the Rings'?,Sauron,Saruman,Smeagol,Sharku
1575,433,15,Cities,The Brandenburg Gate is a famous landmark in which German city?,Berlin,Bonn,Munich,Frankfurt
1576,1570,30,Reality TV,Which of these is one of the lead actors in season 1 of the TV show True Detective?,Woody Harrelson,Jesse Eisenberg,Liam Hemsworth,Donald Sutherland
1577,1715,10,Directors,Who directed the film 'Unforgiven'?,Clint Eastwood,Johnathan Demme,Steven Spielberg,Martin Scorsese
1578,715,24,Chemistry,Which chemical element has the symbol Sb?,Antimony,Silicon,Hydrogen,Silver
1579,485,17,Greek Mythology,Who was the Greek God of Fire?,Hephaestus,Apollo,Artemis,Poseidon
1580,474,16,Landmarks & Monuments,Mount Everest is in which mountain range?,Himalayas,Andes,Alps,Rockies
1581,664,23,US Presidents,George W Bush was visiting a school in which state when he was informed about the 9/11 attacks?,Florida,Texas,Louisiana,Alabama
1582,1153,29,Cartoons,Oliver Stone produced which of these Twin Peaks inspired 90’s TV mini-series?,Wild Palms,Roots,Shogun,Band Of Brothers
1583,1123,22,Classical Music,Klavier is the German word for what instrument?,Keyboard,Flute,Violin,Clarinet
1584,1777,28,Sport - US - Basketball General,Who won a then record 73 games during thew 2015-2016 season?,Golden State Warriors,Chicago Bulls,LA Lakers,Boston Celtics
1585,497,17,Greek Mythology,The mythical creature Harpy is half woman and half which bird?,Vulture,Pelican,Dove,Swan
1586,1703,4,Famous Authors,Who created the character James Bond?,Ian Fleming,John le Carré,William Boyd,Frederick Forsyth
1587,628,21,Classic Rock,Eric Clapton wrote the song Layla for the wife of which Beatle?,George Harrison,Paul McCartney,Ringo Starr,John Lennon
1588,1077,15,Cities,In the United Kingdom which capital city has an Old Town and a New Town?,Edinburgh,Manchester,Glasgow,Leeds
1589,1469,19,Board Games,Which board game involves solving a murder?,Cluedo,Life,Taboo,Operation
1590,986,28,Sport - US - Basketball General,Gainbridge Fieldhouse is home to which teams?,Indiana Pacers,Milwaukee Bucks,Atlanta Hawks,Charlotte Hornets
1591,1315,20,Mathematics,What is a third of 333?,111,90,77,88
1592,1384,26,Astronomy & Space & Planets,"What name is given to the halo of gas that surrounds the sun, usually seen during an eclipse?",Corona,Pulsar,Cenuturi,Stellar
1593,326,11,Films Released in 1930s-1950s,How many Oscars did 'Gone with the Wind' (1939) win at the 12th Academy Awards?,8,3,5,1
1594,47,2,Children’s Literature,"In Alice's Adventures In Wonderland, what birds are used as croquet mallets?",Flamingos,Emus,Storks,Ostriches
1595,395,14,Decades 1980s,Which 1986 movie starring Bob Hoskins is also the name of a famous painting?,Mona Lisa,The Laughing Cavalier,Guernica,The Cotton Club
1596,1617,27,Sport - General - World Cup (Soccer),Which player was the captain of Croatia at the 2018 World Cup?,Luka Modrić ,Ivan Rakitić,Vedran Ćorluka,Ivan Perišić
1597,940,1,History of Art,Art historians also describe a second 'Northern' 16th century renaissance. In which modern-day country did it occur?,Netherlands,Germany,Denmark,Sweden
1598,1256,23,US Presidents,"To whom did Richard Nixon address his letter of resignation from the presidency, written on August 9th, 1974?",Secretary of State,Attorney General,Chief Justice,Speaker of the House
1599,1220,2,Children’s Literature,The fairy tale character Rumpelstiltskin originated from which country?,Germany,Sweden,Ireland,Denmark
1600,226,8,Video Games,What is the name of the lead character in video game God of War?,Kratos,Odin,Freyr,Zeus
1601,284,10,Directors,Which director's first film was the Will Smith film Bad Boys?,Michael Bay,McG,Shane Black,John Woo
1602,566,19,Board Games,"In Life, what are the blue cards?",Career,Salary,House,Stock
1603,1187,26,Astronomy & Space & Planets,Stars release energy via which of the following processes?,Nuclear fusion,Nuclear fission,Freezing,Distillation
1604,655,22,Classical Music,The Gamelan is the tradtional orchestra in which country?,Indonesia,Russia,Mexico,Japan
1605,256,9,Musicals,Which musical is based on a biography written by historian Ron Chernow?,Hamilton,Six,Blood Brothers,Les Miserables
1606,116,4,Famous Authors,John Buchan wrote a famous adventure novel about how many steps?,39,59,79,99
1607,739,25,Biology,Which grain is used to make semolina?,Wheat,Rice,Oats,Rye
1608,585,20,Mathematics,What does each angle measure in an equilateral triangle?,60,45,90,180
1609,1184,12,Japanese Cuisine,Shiritaki is a type of which Japanese food?,Noodles,Rice,Sushi,Bread
1610,490,17,Greek Mythology,Helios was the Greek God of what?,Sun,Moon,Stars,Sky
1611,1498,8,Video Games,Which games console introduced different shapes to the four buttons on their controllers?,Sony PlayStation,Sega Gamegear,N64,Gameboy
1612,1459,4,Famous Authors,"Which author won the ú10,000 Desmond Elliott Prize in 2009 for their first novel 'Blackmoor'?",Edward Hogan,Rose Tremain,Candida Green,Clare Littleford
1613,334,12,Japanese Cuisine,Kamameshi is a dish made with which staple food?,Rice,Potato,Noodles,Cheese
1614,987,7,Comics,Gambit can charge normal objects with what?,Kinetic Energy,Potential Energy,Extreme Heat,Electricity
1615,1425,17,Greek Mythology,What was the name of the Celtic sky god whose hammer caused lightning?,Sucellos,Nodens,Epona,Mareida
1616,851,29,Cartoons,Dr. Doofenshmirtz is a cartoon character in which show?,Phineas and Ferb,Futurama,Family Guy,The Flintstones
1617,352,12,Japanese Cuisine,Yamazaki distillery opened in which decade?,1920s,1960s,1850s,1790s
1618,790,27,Sport - General - World Cup (Soccer),Cristiano Ronaldo scored a hat-trick for Portugal at the 2018 World Cup against which opponent?,Spain,Morocco,Iran,Tunisia
1619,113,4,Famous Authors,Tommy and Tuppence are lesser-known detectives created by which writer?,Agatha Christie,Mark Twain,Stephen King,J.K. Rowling
1620,1015,25,Biology,How many legs do arachnids have?,8,2,4,6
1621,1423,26,Astronomy & Space & Planets,What was the name of the 363ft high rocket which launched the Apollo space missions?,Saturn V,Saturn I,Saturn X,Saturn IV
1622,1067,19,Board Games,"In Scrabble, how many letter only have one tile?",5,4,6,2
1623,212,8,Video Games,Which 80s maze video game is one of the most successful video arcade games of all time?,Pac Man,Pac Boy,Pac Guy,Pac Master
1624,627,21,Classic Rock,"Brian Jones, co-founder of The Rolling Stones can play how many instruments?",60,10,20,48
1625,1243,15,Cities,The Santiago Bernabeu stadium is in which capital city?,Madrid,Lisbon,Bunes Aires,Lima
1626,549,19,Board Games,The Way To Make Money was the name of an early version of which board game?,Monopoly,Cranium,Chess,Catan
1627,1475,6,Car Parts,Which car part turns the movement of the drive belt into electricity?,Alternator,Ignition,Battery,Carbutettor
